txn_date,mid,payment_method,gateway,status,txn_count,amount_local,currency,revenue_local,cost_local,gp_local
2026-01-12,EG897740135,CARD,GW-ATLAS,Success,28,8851.95,EGP,335.84,233.73,102.11
2025-09-29,SA605999505,CARD,GW-ATLAS,Success,655,139616.38,SAR,2673.19,2217.37,455.82
2026-02-09,EG178731082,WALLET,GW-NILE,Failed,4,2661.33,EGP,0.0,1.64,-1.64
2024-12-15,EG758836714,LDEBIT,GW-NILE,Success,14,11447.75,EGP,176.38,70.38,106.0
2024-10-28,AE998528073,TOKEN,GW-NIMBUS,Success,3,604.02,AED,15.83,9.17,6.66
2026-02-25,EG775891339,TOKEN,GW-ATLAS,Success,7,7358.14,EGP,209.01,137.83,71.18
2026-03-22,SA710370541,CARD,GW-ORION,Voided,1,627.54,SAR,0.0,0.04,-0.04
2025-06-03,EG686030808,WALLET,GW-NILE,Success,436,356593.73,EGP,4926.48,3649.52,1276.96
2025-12-15,EG275709942,TOKEN,GW-ATLAS,Refunded,10,23134.6,EGP,0.0,76.35,-76.35
2025-08-17,SA466668047,BNPL,GW-ATLAS,Success,32,1286.94,SAR,59.41,46.88,12.53
2026-01-03,EG704053078,TOKEN,GW-NILE,Refunded,1,4009.97,EGP,0.0,7.58,-7.58
2025-07-07,AE934539772,LDEBIT,GW-NIMBUS,Success,1,211.55,AED,2.72,1.12,1.6
2025-06-20,EG926950694,LDEBIT,GW-NILE,Voided,4,4776.15,EGP,0.0,1.6,-1.6
2024-11-15,OM284198769,CARD,GW-NIMBUS,Success,169,2541.26,OMR,46.86,38.53,8.33
2025-06-27,EG723980954,TOKEN,GW-ATLAS,Success,2,748.2,EGP,28.48,18.69,9.79
2026-06-16,SA487858809,CARD,GW-ATLAS,Success,13,623.16,SAR,19.01,12.69,6.32
2025-09-10,SA623969133,TOKEN,GW-NIMBUS,Success,5,1304.53,SAR,33.11,19.48,13.63
2025-04-17,AE439650362,CARD,GW-ORION,Success,24,1885.69,AED,53.57,29.42,24.15
2025-10-03,SA205739809,TOKEN,GW-ATLAS,Failed,2,73.09,SAR,0.0,0.15,-0.15
2026-06-30,SA900572493,LDEBIT,GW-NIMBUS,Success,24,8865.37,SAR,109.2,43.94,65.26
2026-06-03,SA597658531,LDEBIT,GW-NIMBUS,Failed,28,4334.53,SAR,0.0,1.58,-1.58
2024-12-17,EG877654092,TOKEN,GW-NILE,Success,155,136388.62,EGP,2624.29,2121.22,503.07
2024-10-28,EG799496821,TOKEN,GW-ATLAS,Success,49,41872.63,EGP,817.16,809.36,7.8
2025-05-04,EG744158614,TOKEN,GW-ATLAS,Success,2,3697.99,EGP,96.57,63.29,33.28
2026-03-26,EG276584921,BNPL,GW-ATLAS,Failed,1,1489.63,EGP,0.0,1.03,-1.03
2026-03-30,SA914955375,TOKEN,GW-NIMBUS,Success,2,628.97,SAR,14.81,9.29,5.52
2025-12-08,SA507131461,CARD,GW-ORION,Refunded,1,109.6,SAR,0.0,0.56,-0.56
2025-10-31,EG290794122,LDEBIT,GW-NILE,Success,2,4686.89,EGP,56.42,22.51,33.91
2025-05-09,AE738504243,BNPL,GW-ATLAS,Success,2,447.79,AED,20.84,15.62,5.22
2026-01-10,SA676493356,CARD,GW-ATLAS,Refunded,3,177.32,SAR,0.0,1.69,-1.69
2026-02-12,EG231422873,CARD,GW-ATLAS,Success,4,22272.14,EGP,507.84,339.91,167.93
2024-07-23,AE521533668,CARD,GW-ORION,Success,3,653.34,AED,16.57,9.03,7.54
2025-05-11,SA811044755,CARD,GW-ORION,Success,1,720.91,SAR,16.39,9.47,6.92
2025-06-01,SA588810791,CARD,GW-ORION,Voided,5,630.64,SAR,0.0,0.22,-0.22
2026-04-09,SA986462340,TOKEN,GW-ORION,Success,9,346.33,SAR,11.77,6.61,5.16
2025-03-09,SA988802623,CARD,GW-NIMBUS,Refunded,2,1098.92,SAR,0.0,1.12,-1.12
2024-11-25,SA433295013,BANKTR,GW-NIMBUS,Success,316,43489.3,SAR,588.16,454.27,133.89
2024-11-17,SA168621990,CARD,GW-NIMBUS,Success,84,8286.16,SAR,235.67,132.34,103.33
2026-05-08,OM543606528,LDEBIT,GW-NIMBUS,Failed,1,10.49,OMR,0.0,0.01,-0.01
2026-03-20,SA589749602,LDEBIT,GW-NIMBUS,Success,57,9373.96,SAR,113.14,51.8,61.34
2025-04-16,EG554455116,WALLET,GW-NILE,Success,3,29165.37,EGP,541.18,241.46,299.72
2024-10-21,EG275709942,WALLET,GW-NILE,Refunded,3,5202.92,EGP,0.0,21.87,-21.87
2025-01-06,AE307567415,TOKEN,GW-ORION,Success,234,42725.89,AED,833.5,619.39,214.11
2024-09-18,SA865281392,CARD,GW-ATLAS,Voided,1,374.69,SAR,0.0,0.08,-0.08
2026-05-28,SA433295013,CARD,GW-NIMBUS,CAPTURED,112,15691.05,SAR,274.18,239.13,35.05
2026-06-13,EG150005962,WALLET,GW-NILE,Success,4,1966.81,EGP,43.88,23.13,20.75
2024-10-14,EG873952802,WALLET,GW-NILE,Failed,17,21578.29,EGP,0.0,6.61,-6.61
2025-12-27,SA765577175,CARD,GW-ORION,Failed,16,1345.68,SAR,0.0,0.72,-0.72
2026-01-09,AE875103901,CARD,GW-ATLAS,Failed,23,1155.19,AED,0.0,1.69,-1.69
2025-10-22,SA955742346,LDEBIT,GW-NIMBUS,Failed,1,1031.58,SAR,0.0,0.06,-0.06
2026-04-29,AE410140017,CARD,GW-NIMBUS,Success,1240,199378.81,AED,3105.23,2987.62,117.61
2025-03-28,SA416884588,LDEBIT,GW-NIMBUS,Failed,2,413.71,SAR,0.0,0.11,-0.11
2025-06-08,EG221032323,CARD,GW-NILE,Failed,1,1300.86,EGP,0.0,0.4,-0.4
2024-11-10,EG998632198,TOKEN,GW-NILE,Refunded,1,1372.26,EGP,0.0,7.32,-7.32
2025-06-23,EG877654092,WALLET,GW-NILE,Voided,1,908.8,EGP,0.0,0.4,-0.4
2026-04-08,SA174215481,LDEBIT,GW-NIMBUS,Refunded,1,228.6,SAR,0.0,0.56,-0.56
2025-02-17,SA939182412,LDEBIT,GW-NIMBUS,Success,6,291.13,SAR,4.67,2.32,2.35
2025-07-23,SA987666099,CARD,GW-ATLAS,Failed,33,3324.89,SAR,0.0,2.48,-2.48
2024-10-01,EG903275069,BNPL,GW-NILE,Refunded,1,671.87,EGP,0.0,7.29,-7.29
2025-05-26,AE776685743,TOKEN,GW-ORION,Success,2,1057.1,AED,26.66,14.5,12.16
2025-02-03,EG873952802,CARD,GW-ATLAS,Voided,2,2562.61,EGP,0.0,1.96,-1.96
2025-09-21,EG926950694,WALLET,GW-NILE,Success,88,106534.25,EGP,1316.19,1019.8,296.39
2025-08-04,AE195154121,TOKEN,GW-ATLAS,Failed,2,405.14,AED,0.0,0.15,-0.15
2024-07-17,EG991914423,CARD,GW-NILE,Failed,5,3484.12,EGP,0.0,1.92,-1.92
2025-03-15,EG403388419,LDEBIT,GW-NILE,Success,20,30700.53,EGP,380.96,158.91,222.05
2025-03-25,SA307616362,LDEBIT,GW-NIMBUS,Failed,3,153.55,SAR,0.0,0.17,-0.17
2025-01-17,EG724883181,TOKEN,GW-NILE,Refunded,1,457.16,EGP,0.0,7.35,-7.35
2025-09-27,SA586124263,CARD,GW-ORION,Failed,9,327.83,SAR,0.0,0.4,-0.4
2025-01-19,SA407055199,CARD,GW-ORION,Failed,6,633.8,SAR,0.0,0.27,-0.27
2026-03-02,EG181564804,CARD,GW-ATLAS,Refunded,191,98595.89,EGP,0.0,1478.15,-1478.15
2025-12-08,AE273918504,CARD,GW-ORION,Success,6,304.37,AED,8.92,5.21,3.71
2024-09-29,OM236113503,CARD,GW-NIMBUS,Success,34,888.21,OMR,13.56,12.84,0.72
2025-05-24,EG511884968,WALLET,GW-NILE,Success,2,3635.31,EGP,66.32,32.93,33.39
2026-04-05,EG352362522,LDEBIT,GW-NILE,Success,2,4840.68,EGP,58.78,23.2,35.58
2024-12-02,EG217500923,TOKEN,GW-ATLAS,Success,5,2674.49,EGP,83.46,58.58,24.88
2026-06-24,EG612590977,CARD,GW-ATLAS,Failed,32,48317.06,EGP,0.0,32.92,-32.92
2025-06-02,AE241754747,CARD,GW-NIMBUS,Voided,1,46.65,AED,0.0,0.06,-0.06
2026-03-22,SA897535524,CARD,GW-ORION,Success,8,5599.17,SAR,134.02,73.57,60.45
2024-12-22,EG482640702,BNPL,GW-NILE,Failed,2,4563.18,EGP,0.0,0.78,-0.78
2026-06-04,OM817062602,TOKEN,GW-NIMBUS,Voided,1,13.19,OMR,0.0,0.01,-0.01
2026-04-26,EG799496821,LDEBIT,GW-NILE,Success,34,30683.03,EGP,289.24,185.32,103.92
2025-12-02,SA139966565,LDEBIT,GW-NIMBUS,Refunded,1,64.25,SAR,0.0,0.56,-0.56
2025-07-25,AE235728700,TOKEN,GW-ORION,Success,2,416.62,AED,10.58,5.98,4.6
2025-12-19,EG611254298,WALLET,GW-NILE,Voided,1,377.39,EGP,0.0,0.41,-0.41
2024-08-30,SA586124263,CARD,GW-ORION,Voided,1,36.43,SAR,0.0,0.04,-0.04
2025-12-12,EG144615489,CARD,GW-ATLAS,Success,20,5108.32,EGP,218.56,149.82,68.74
2025-06-21,EG897740135,TOKEN,GW-NILE,Success,12,3697.22,EGP,142.85,78.31,64.54
2026-05-11,SA711632487,CARD,GW-ORION,Refunded,1,45.11,SAR,0.0,0.56,-0.56
2025-02-21,AE782539735,CARD,GW-NIMBUS,Success,172,7216.76,AED,219.84,138.48,81.36
2026-01-13,EG165126097,TOKEN,GW-NILE,DECLINED,1,1152.89,EGP,0.0,0.4,-0.4
2025-07-12,SA118340145,CARD,GW-NIMBUS,Failed,2,129.86,SAR,0.0,0.11,-0.11
2026-04-04,SA796857151,BNPL,GW-ATLAS,Success,1,2664.47,SAR,114.68,92.16,22.52
2025-01-16,EG357144481,CARD,GW-NILE,Voided,1,358.97,EGP,0.0,0.39,-0.39
2024-07-16,EG728358410,BNPL,GW-NILE,Success,2,4172.3,EGP,170.73,120.93,49.8
2025-05-04,SA307616362,CARD,GW-ORION,Voided,3,153.55,SAR,0.0,0.14,-0.14
2025-10-06,EG154810799,LDEBIT,GW-NILE,Success,2,779.22,EGP,13.81,6.68,7.13
2026-02-05,SA419800769,CARD,GW-ORION,Success,37,2209.03,SAR,66.94,36.58,30.36
2025-08-02,SA306273888,BNPL,GW-ATLAS,Success,23,1834.75,SAR,91.35,65.13,26.22
2024-08-08,EG235600888,LDEBIT,GW-NILE,Success,1,8964.89,EGP,101.3,38.0,63.3
2026-03-19,SA921192561,CARD,GW-ORION,Voided,1,242.43,SAR,0.0,0.04,-0.04
2025-08-14,SA124881724,LDEBIT,GW-NIMBUS,Voided,1,116.57,SAR,0.0,0.06,-0.06
2025-05-19,SA487858809,CARD,GW-ATLAS,Success,20,828.03,SAR,26.29,17.62,8.67
2025-12-29,EG674673242,CARD,GW-NILE,Success,5,39853.55,EGP,891.07,497.71,393.36
2025-01-14,AE878919871,TOKEN,GW-NIMBUS,Failed,1,220.41,AED,0.0,0.06,-0.06
2025-07-26,EG723980954,TOKEN,GW-ATLAS,REFUNDED,1,213.95,EGP,0.0,7.53,-7.53
2025-11-29,EG987489356,LDEBIT,GW-NILE,Voided,10,3027.76,EGP,0.0,4.08,-4.08
2024-11-05,EG139657763,CARD,GW-ATLAS,Success,454,425058.23,EGP,8370.58,7836.81,533.77
2024-09-18,EG482640702,CARD,GW-ATLAS,Refunded,5,10977.18,EGP,0.0,36.18,-36.18
2025-08-30,OM221133708,CARD,GW-ATLAS,Success,6,44.08,OMR,1.21,0.81,0.4
2025-05-08,EG926950694,CARD,GW-ATLAS,Refunded,41,44427.96,EGP,0.0,306.36,-306.36
2025-10-09,EG259754316,LDEBIT,GW-NILE,Success,14,5274.04,EGP,91.67,46.03,45.64
2026-04-19,SA732202482,TOKEN,GW-ATLAS,Failed,1,63.66,SAR,0.0,0.08,-0.08
2026-04-20,AE681860470,CARD,GW-ORION,Failed,3,249.93,AED,0.0,0.13,-0.13
2025-09-24,SA966321681,CARD,GW-NIMBUS,Success,4,513.07,SAR,12.98,7.9,5.08
2025-08-16,EG249264164,CARD,GW-ATLAS,Success,13,9073.74,EGP,278.39,179.88,98.51
2026-06-11,OM267217098,CARD,GW-ATLAS,Failed,58,847.83,OMR,0.0,0.45,-0.45
2025-11-10,EG895075137,BANKTR,GW-NILE,Voided,2,1801.95,EGP,0.0,0.82,-0.82
2024-12-05,EG373213017,CARD,GW-ATLAS,Failed,12,15129.99,EGP,0.0,11.77,-11.77
2025-03-31,SA852543984,LDEBIT,GW-NIMBUS,Failed,4,950.18,SAR,0.0,0.22,-0.22
2025-08-10,SA987666099,BANKTR,GW-NIMBUS,Success,722,71797.54,SAR,1291.51,1024.14,267.37
2026-02-11,EG544029480,CARD,GW-NILE,Refunded,5,5463.67,EGP,0.0,38.48,-38.48
2025-05-29,AE123781768,CARD,GW-ORION,Voided,7,348.55,AED,0.0,0.31,-0.31
2024-08-22,AE520556972,CARD,GW-ATLAS,Failed,55,7611.74,AED,0.0,4.04,-4.04
2025-11-10,AE333118951,LDEBIT,GW-NIMBUS,Success,1,121.09,AED,1.64,0.71,0.93
2025-02-25,AE317795493,TOKEN,GW-NIMBUS,Failed,1,267.7,AED,0.0,0.06,-0.06
2026-02-11,EG331354329,BNPL,GW-NILE,Failed,13,4854.3,EGP,0.0,5.34,-5.34
2026-06-15,EG647781107,WALLET,GW-NILE,Failed,2,1451.21,EGP,0.0,0.82,-0.82
2024-12-12,EG888467038,WALLET,GW-NILE,Success,1,8741.79,EGP,155.43,72.52,82.91
2026-04-09,SA315873581,CARD,GW-ORION,Failed,10,406.66,SAR,0.0,0.45,-0.45
2025-03-06,EG554455116,WALLET,GW-NILE,Approved,1,8896.2,EGP,165.27,73.79,91.48
2025-03-18,SA972748866,LDEBIT,GW-NIMBUS,Voided,3,391.17,SAR,0.0,0.17,-0.17
2024-07-01,AE348507314,CARD,GW-ATLAS,Success,1,1463.85,AED,33.29,21.61,11.68
2025-11-03,SA779341840,CARD,GW-ATLAS,Success,115,18705.43,SAR,476.16,304.64,171.52
2025-04-08,SA247609412,CARD,GW-ORION,Success,119,6142.74,SAR,181.24,105.3,75.94
2025-06-06,EG284431976,TOKEN,GW-NILE,Success,4,3325.33,EGP,95.7,52.47,43.23
2026-01-18,EG429684322,WALLET,GW-NILE,Success,1,367.87,EGP,9.72,4.75,4.97
2026-04-22,AE738504243,CARD,GW-ATLAS,Success,2,741.29,AED,17.98,11.35,6.63
2026-05-22,OM435145511,TOKEN,GW-NIMBUS,Success,6,96.44,OMR,2.37,1.5,0.87
2025-05-23,AE859143846,CARD,GW-ORION,Success,1,665.88,AED,16.08,8.76,7.32
2026-02-11,OM761036673,LDEBIT,GW-NIMBUS,Failed,17,66.11,OMR,0.0,0.1,-0.1
2024-09-29,SA722880043,LDEBIT,GW-NIMBUS,Captured,1,3322.95,SAR,36.64,15.12,21.52
2026-02-27,AE761816465,CARD,GW-ORION,Success,31,3247.45,AED,84.76,48.41,36.35
2025-03-07,SA362023155,TOKEN,GW-ORION,CAPTURED,23,1638.81,SAR,45.78,26.93,18.85
2026-03-31,EG674673242,CARD,GW-NILE,Success,3,22412.06,EGP,502.27,280.51,221.76
2025-07-05,EG403388419,TOKEN,GW-NILE,SUCCESS,12,18928.63,EGP,487.45,270.42,217.03
2025-12-19,EG998632198,TOKEN,GW-NILE,Success,22,37440.42,EGP,931.93,531.1,400.83
2024-08-14,EG140153041,CARD,GW-NILE,Success,8,3446.9,EGP,122.62,62.42,60.2
2024-08-06,SA912413819,TOKEN,GW-ATLAS,Success,163,5628.34,SAR,182.64,130.33,52.31
2026-04-10,AE538625118,TOKEN,GW-ORION,Success,2,409.23,AED,9.78,5.88,3.9
2024-11-21,OM141192539,LDEBIT,GW-NIMBUS,Voided,2,30.78,OMR,0.0,0.01,-0.01
2025-02-20,AE235728700,BNPL,GW-ATLAS,Success,2,304.3,AED,14.07,10.66,3.41
2026-05-13,SA306273888,BNPL,GW-ATLAS,Success,22,1946.48,SAR,96.92,68.92,28.0
2026-06-15,EG622517179,CARD,GW-NILE,Failed,1,460.8,EGP,0.0,0.41,-0.41
2025-08-15,AE317795493,CARD,GW-NIMBUS,Voided,1,267.7,AED,0.0,0.06,-0.06
2024-08-18,SA734980407,LDEBIT,GW-NIMBUS,Success,149,8674.73,SAR,75.55,64.18,11.37
2025-11-07,EG199157533,CARD,GW-ATLAS,Success,2,1884.88,EGP,56.43,35.03,21.4
2024-07-21,EG903275069,TOKEN,GW-ATLAS,Success,44,22647.98,EGP,727.97,499.02,228.95
2025-11-07,EG482640702,CARD,GW-ATLAS,Success,78,183491.13,EGP,4727.97,2969.51,1758.46
2026-04-23,EG686030808,LDEBIT,GW-NILE,Failed,22,18514.72,EGP,0.0,9.03,-9.03
2024-07-05,OM188757830,LDEBIT,GW-NIMBUS,Success,1,78.51,OMR,0.94,0.37,0.57
2025-10-24,SA315873581,CARD,GW-ORION,Success,80,3330.61,SAR,62.16,60.55,1.61
2024-12-07,AE642488904,CARD,GW-ATLAS,Failed,3,4139.26,AED,0.0,0.22,-0.22
2026-02-15,SA138962665,TOKEN,GW-ORION,Success,4,850.9,SAR,23.05,12.21,10.84
2025-07-02,EG686030808,WALLET,GW-NILE,Voided,5,4116.0,EGP,0.0,2.01,-2.01
2026-03-11,EG544029480,CARD,GW-NILE,Success,59,75866.34,EGP,2023.53,1083.11,940.42
2025-05-25,EG680139391,WALLET,GW-NILE,Success,69,26241.65,EGP,663.89,332.86,331.03
2025-03-10,EG704053078,WALLET,GW-NILE,Success,13,52063.88,EGP,682.77,444.19,238.58
2025-02-18,EG613159214,BANKTR,GW-NILE,Failed,12,11343.17,EGP,0.0,4.71,-4.71
2024-08-04,SA847623511,TOKEN,GW-ORION,Failed,1,97.47,SAR,0.0,0.04,-0.04
2025-08-30,AE932795909,TOKEN,GW-ORION,Success,257,72275.24,AED,1564.05,1017.42,546.63
2026-05-03,SA487858809,TOKEN,GW-ORION,Approved,2,97.53,SAR,3.01,1.74,1.27
2024-08-06,SA753222305,CARD,GW-ORION,Captured,20,3392.98,SAR,85.91,47.96,37.95
2025-08-07,SA385404287,LDEBIT,GW-NIMBUS,Failed,7,355.33,SAR,0.0,0.39,-0.39
2025-02-22,SA986462340,CARD,GW-ORION,Declined,8,329.98,SAR,0.0,0.36,-0.36
2026-03-12,SA161949441,LDEBIT,GW-NIMBUS,Success,1,975.41,SAR,10.08,4.56,5.52
2026-02-07,AE787062785,TOKEN,GW-ORION,Success,13,1878.92,AED,34.2,27.83,6.37
2026-02-09,EG987489356,WALLET,GW-NILE,Refunded,11,3709.87,EGP,0.0,84.66,-84.66
2025-04-17,AE920778970,TOKEN,GW-ORION,Success,1,665.12,AED,16.13,9.06,7.07
2026-02-08,EG422365719,LDEBIT,GW-NILE,Success,2,4195.84,EGP,55.91,20.58,35.33
2025-04-28,EG724883181,LDEBIT,GW-NILE,Success,15,5079.38,EGP,92.6,46.67,45.93
2025-11-22,SA954952952,CARD,GW-ORION,Success,609,27062.64,SAR,833.77,482.83,350.94
2026-04-05,SA474123129,LDEBIT,GW-NIMBUS,CAPTURED,63,3597.12,SAR,51.2,26.82,24.38
2025-02-06,AE572051786,LDEBIT,GW-NIMBUS,Success,16,727.6,AED,11.48,5.92,5.56
2026-01-06,EG191889591,CARD,GW-ATLAS,Success,53,75940.44,EGP,1995.39,1305.34,690.05
2024-07-21,OM441483176,TOKEN,GW-NIMBUS,Success,4,54.32,OMR,1.32,0.86,0.46
2025-09-03,EG537339465,LDEBIT,GW-NILE,Success,478,207699.46,EGP,2533.91,1693.3,840.61
2026-05-20,AE239330460,TOKEN,GW-ORION,Success,9,559.54,AED,17.71,9.41,8.3
2025-12-15,EG407965941,LDEBIT,GW-NILE,Failed,1,1317.55,EGP,0.0,0.41,-0.41
2025-07-23,AE204415052,LDEBIT,GW-NIMBUS,SETTLED,2,160.22,AED,2.27,1.05,1.22
2024-12-17,EG622517179,TOKEN,GW-NILE,Success,1,695.71,EGP,21.66,11.36,10.3
2025-09-04,EG486344028,CARD,GW-ATLAS,Failed,10,3347.21,EGP,0.0,10.19,-10.19
2025-10-16,EG271950140,CARD,GW-NILE,Failed,1,542.51,EGP,0.0,0.4,-0.4
2025-11-29,SA819222940,LDEBIT,GW-NIMBUS,Success,3,181.86,SAR,2.7,1.32,1.38
2025-11-09,SA852543984,CARD,GW-NIMBUS,SETTLED,47,10918.71,SAR,268.98,158.86,110.12
2026-04-21,AE783290352,CARD,GW-ORION,Captured,9,418.21,AED,13.95,7.33,6.62
2025-02-02,SA887092113,LDEBIT,GW-NIMBUS,Failed,1,119.05,SAR,0.0,0.06,-0.06
2025-02-17,OM526413827,CARD,GW-NIMBUS,Success,7,53.51,OMR,1.48,0.9,0.58
2025-10-15,XX967744146,TOKEN,GW-NILE,Success,7,3228.39,EGP,115.6,59.36,56.24
2026-05-19,SA765577175,LDEBIT,GW-NIMBUS,Failed,1,84.1,SAR,0.0,0.06,-0.06
2024-08-08,SA434781636,CARD,GW-NIMBUS,Failed,1,120.71,SAR,0.0,0.06,-0.06
2025-06-22,AE755938199,TOKEN,GW-NIMBUS,APPROVED,3,2763.3,AED,66.04,39.4,26.64
2025-11-14,EG327394766,LDEBIT,GW-NILE,Voided,1,1600.36,EGP,0.0,0.41,-0.41
2026-05-14,OM688926128,TOKEN,GW-ATLAS,Failed,2,21.09,OMR,0.0,0.02,-0.02
2026-01-21,AE235728700,TOKEN,GW-ORION,Failed,1,228.24,AED,0.0,0.04,-0.04
2025-09-01,EG856875467,TOKEN,GW-ATLAS,Success,30,13800.52,EGP,473.8,321.74,152.06
2026-05-09,EG275445878,TOKEN,GW-ATLAS,Success,1,557.7,EGP,19.39,12.25,7.14
2025-05-21,OM141192539,LDEBIT,GW-NIMBUS,Success,12,209.98,OMR,2.43,1.15,1.28
2025-10-13,AE681860470,LDEBIT,GW-NIMBUS,Failed,2,166.62,AED,0.0,0.11,-0.11
2025-04-28,SA847687864,TOKEN,GW-NIMBUS,Success,5,638.68,SAR,17.8,10.16,7.64
2026-02-22,SA847687864,LDEBIT,GW-NIMBUS,Failed,2,257.35,SAR,0.0,0.11,-0.11
2024-12-25,EG178731082,CARD,GW-NILE,Success,53,34764.89,EGP,1065.32,560.1,505.22
2024-10-31,EG401975537,CARD,GW-ATLAS,Failed,1,2702.92,EGP,0.0,0.97,-0.97
2025-09-15,AE741353303,TOKEN,GW-ORION,Success,4,171.48,AED,5.3,3.15,2.15
2026-03-29,SA954952952,LDEBIT,GW-NIMBUS,Refunded,9,503.1,SAR,0.0,5.06,-5.06
2025-01-08,EG389262771,CARD,GW-NILE,Failed,20,7471.33,EGP,0.0,7.84,-7.84
2025-02-26,SA986462340,CARD,GW-ORION,Refunded,2,89.39,SAR,0.0,1.12,-1.12
2025-07-04,EG276584921,TOKEN,GW-ATLAS,Success,2,2967.07,EGP,74.72,52.29,22.43
2024-09-26,EG873952802,LDEBIT,GW-NILE,Failed,5,6298.44,EGP,0.0,1.93,-1.93
2025-08-27,SA580727871,BNPL,GW-ATLAS,Success,2,88.08,SAR,2.36,3.19,-0.83
2025-05-15,EG191889591,CARD,GW-ATLAS,Refunded,1,1484.66,EGP,0.0,7.47,-7.47
2025-10-25,EG403388419,CARD,GW-NILE,Success,49,79409.92,EGP,2000.06,1095.58,904.48
2025-07-10,EG934737958,WALLET,GW-NILE,Failed,2,582.06,EGP,0.0,0.8,-0.8
2026-04-19,OM236340585,CARD,GW-NIMBUS,Failed,12,181.36,OMR,0.0,0.07,-0.07
2026-06-18,EG314652282,CARD,GW-ATLAS,Success,6,8952.4,EGP,223.25,153.36,69.89
2026-04-30,AE221142304,CARD,GW-ATLAS,Failed,4,231.13,AED,0.0,0.29,-0.29
2026-05-21,EG221032323,CARD,GW-NILE,Refunded,1,943.31,EGP,0.0,7.73,-7.73
2026-02-23,SA734980407,BNPL,GW-ATLAS,CAPTURED,159,9744.32,SAR,254.72,348.69,-93.97
2024-09-10,EG219821138,TOKEN,GW-NILE,Success,7,2578.7,EGP,91.89,50.39,41.5
2026-03-22,SA860742247,TOKEN,GW-ATLAS,Failed,23,4493.13,SAR,0.0,1.72,-1.72
2024-08-20,SA407055199,CARD,GW-ORION,Voided,1,105.63,SAR,0.0,0.04,-0.04
2024-10-29,EG799496821,WALLET,GW-NILE,Voided,1,832.7,EGP,0.0,0.39,-0.39
2025-07-24,AE239330460,TOKEN,GW-ORION,Success,6,295.31,AED,9.83,5.24,4.59
2026-06-21,EG987489356,LDEBIT,GW-NILE,Voided,9,2749.85,EGP,0.0,3.7,-3.7
2024-09-16,EG389262771,WALLET,GW-NILE,Refunded,1,400.22,EGP,0.0,7.24,-7.24
2026-04-04,AE957433919,TOKEN,GW-NIMBUS,Refunded,27,2181.38,AED,0.0,14.87,-14.87
2026-01-21,EG468167807,WALLET,GW-NILE,Success,1,2586.07,EGP,32.45,22.72,9.73
2025-05-21,SA777243922,TOKEN,GW-ORION,Success,1,73.62,SAR,2.25,1.2,1.05
2026-02-16,AE282120405,CARD,GW-NIMBUS,Success,75,3177.67,AED,104.17,60.8,43.37
2026-02-22,AE647447711,LDEBIT,GW-NIMBUS,Voided,1,125.87,AED,0.0,0.06,-0.06
2024-12-18,SA955742346,CARD,GW-ORION,Failed,1,1031.58,SAR,0.0,0.04,-0.04
2024-12-28,EG624580946,TOKEN,GW-ATLAS,Failed,6,1254.79,EGP,0.0,5.88,-5.88
2025-03-06,EG934454177,CARD,GW-ATLAS,Success,321,423853.15,EGP,8495.5,7353.14,1142.36
2025-06-07,AE226845726,CARD,GW-NIMBUS,Refunded,1,114.02,AED,0.0,0.55,-0.55
2025-06-15,EG761087060,TOKEN,GW-ATLAS,Voided,2,2859.83,EGP,0.0,2.0,-2.0
2024-11-30,AE783290352,CARD,GW-ORION,Success,14,811.68,AED,25.73,13.46,12.27
2025-06-25,EG259754316,LDEBIT,GW-NILE,Success,14,6246.14,EGP,101.75,49.74,52.01
2026-04-15,EG680139391,TOKEN,GW-ATLAS,Failed,8,3350.69,EGP,0.0,8.21,-8.21
2025-12-13,EG105351460,TOKEN,GW-NILE,Success,7,6501.33,EGP,185.23,100.8,84.43
2025-02-14,EG474518016,WALLET,GW-NILE,Success,19,27652.7,EGP,531.09,256.62,274.47
2026-01-27,EG327394766,LDEBIT,GW-NILE,Success,24,39856.72,EGP,520.17,203.85,316.32
2024-08-03,AE798073466,TOKEN,GW-ORION,Failed,1,257.46,AED,0.0,0.04,-0.04
2026-01-24,EG215045135,TOKEN,GW-ATLAS,Success,3,32000.6,EGP,512.04,495.06,16.98
2025-09-02,AE783290352,BNPL,GW-ATLAS,Success,2,140.16,AED,7.02,4.99,2.03
2025-11-27,SA722880043,CARD,GW-NIMBUS,Success,7,8045.97,SAR,183.26,110.33,72.93
2026-04-27,EG989134753,CARD,GW-NILE,ERROR,8,59297.34,EGP,0.0,3.28,-3.28
2024-10-14,AE208762198,BNPL,GW-ATLAS,Declined,2,513.59,AED,0.0,0.15,-0.15
2024-08-29,SA912413819,TOKEN,GW-ATLAS,Failed,9,301.03,SAR,0.0,0.68,-0.68
2026-05-09,AE595956042,CARD,GW-ORION,Failed,7,1990.58,AED,0.0,0.31,-0.31
2025-11-06,AE554805022,CARD,GW-NIMBUS,Failed,4,3971.05,AED,0.0,0.22,-0.22
2025-04-21,EG987146982,BANKTR,GW-NILE,Failed,17,12712.46,EGP,0.0,6.76,-6.76
2025-11-02,EG403388419,LDEBIT,GW-NILE,Failed,3,4886.65,EGP,0.0,1.22,-1.22
2024-09-19,SA434781636,CARD,GW-NIMBUS,Failed,2,241.42,SAR,0.0,0.11,-0.11
