merchant_id,payment_method,mdr_pct,fixed_fee_usd,effective_from,merchant_key
M00502,LDEBIT,0.01259,0.053,2023-11-18,501
M00502,TOKEN,0.02633,0.105,2023-11-18,501
M00503,CARD,0.02446,0.105,2023-11-18,502
M00503,LDEBIT,0.01196,0.053,2023-11-18,502
M00503,WALLET,0.01957,0.053,2023-11-18,502
M00504,CARD,0.02502,0.105,2023-11-21,503
M00504,LDEBIT,0.01223,0.053,2023-11-21,503
M00505,CARD,0.02236,0.1,2023-11-24,504
M00505,TOKEN,0.02286,0.1,2023-11-24,504
M00505,LDEBIT,0.01093,0.05,2023-11-24,504
M00505,BNPL,0.04472,0.0,2023-11-24,504
M00506,BANKTR,0.00215,0.42,2023-11-25,505
M00506,CARD,0.01614,0.07,2023-11-25,505
M00507,CARD,0.0237,0.1,2023-11-25,506
M00507,TOKEN,0.02423,0.1,2023-11-25,506
M00508,CARD,0.02399,0.105,2023-11-26,507
M00508,LDEBIT,0.01173,0.053,2023-11-26,507
M00508,TOKEN,0.02452,0.105,2023-11-26,507
M00508,WALLET,0.01919,0.053,2023-11-26,507
M00509,CARD,0.02264,0.105,2023-12-01,508
M00509,LDEBIT,0.01107,0.053,2023-12-01,508
M00510,CARD,0.02285,0.105,2023-12-02,509
M00510,LDEBIT,0.01117,0.053,2023-12-02,509
M00510,TOKEN,0.02336,0.105,2023-12-02,509
M00511,CARD,0.02311,0.1,2023-12-03,510
M00511,TOKEN,0.02362,0.1,2023-12-03,510
M00511,LDEBIT,0.0113,0.05,2023-12-03,510
M00512,CARD,0.02486,0.105,2023-12-11,511
M00512,LDEBIT,0.01215,0.053,2023-12-11,511
M00512,TOKEN,0.02541,0.105,2023-12-11,511
M00512,WALLET,0.01988,0.053,2023-12-11,511
M00513,BANKTR,0.00204,0.42,2023-12-12,512
M00513,CARD,0.01527,0.07,2023-12-12,512
M00514,CARD,0.02142,0.105,2023-12-14,513
M00514,LDEBIT,0.01047,0.053,2023-12-14,513
M00514,TOKEN,0.0219,0.105,2023-12-14,513
M00515,CARD,0.02206,0.1,2023-12-14,514
M00515,TOKEN,0.02255,0.1,2023-12-14,514
M00515,LDEBIT,0.01078,0.05,2023-12-14,514
M00515,BNPL,0.04411,0.0,2023-12-14,514
M00516,CARD,0.02183,0.1,2023-12-15,515
M00516,TOKEN,0.02232,0.1,2023-12-15,515
M00516,LDEBIT,0.01067,0.05,2023-12-15,515
M00516,BNPL,0.04367,0.0,2023-12-15,515
M00517,CARD,0.01375,0.072,2023-12-22,516
M00517,TOKEN,0.01406,0.072,2023-12-22,516
M00517,LDEBIT,0.00672,0.036,2023-12-22,516
M00517,BNPL,0.0275,0.0,2023-12-22,516
M00518,CARD,0.02349,0.105,2023-12-22,517
M00518,LDEBIT,0.01148,0.053,2023-12-22,517
M00518,TOKEN,0.02401,0.105,2023-12-22,517
M00519,CARD,0.0237,0.105,2023-12-28,518
M00519,LDEBIT,0.01159,0.053,2023-12-28,518
M00519,TOKEN,0.02423,0.105,2023-12-28,518
M00519,WALLET,0.01896,0.053,2023-12-28,518
M00520,CARD,0.02423,0.105,2023-12-29,519
M00520,LDEBIT,0.01185,0.053,2023-12-29,519
M00520,TOKEN,0.02477,0.105,2023-12-29,519
M00521,CARD,0.02436,0.105,2023-12-29,520
M00521,LDEBIT,0.01191,0.053,2023-12-29,520
M00522,CARD,0.0217,0.1,2024-01-02,522
M00522,TOKEN,0.02218,0.1,2024-01-02,522
M00522,LDEBIT,0.01061,0.05,2024-01-02,522
M00523,CARD,0.02125,0.1,2024-01-04,523
M00523,TOKEN,0.02173,0.1,2024-01-04,523
M00523,LDEBIT,0.01039,0.05,2024-01-04,523
M00524,CARD,0.02215,0.105,2024-01-05,524
M00524,LDEBIT,0.01083,0.053,2024-01-05,524
M00524,WALLET,0.01772,0.053,2024-01-05,524
M00525,CARD,0.02442,0.105,2024-01-06,525
M00525,LDEBIT,0.01194,0.053,2024-01-06,525
M00525,TOKEN,0.02496,0.105,2024-01-06,525
M00526,CARD,0.01534,0.07,2024-01-08,526
M00526,LDEBIT,0.0075,0.035,2024-01-08,526
M00527,BANKTR,0.00204,0.42,2024-01-15,527
M00527,CARD,0.01531,0.07,2024-01-15,527
M00528,CARD,0.02253,0.1,2024-01-15,528
M00528,TOKEN,0.02303,0.1,2024-01-15,528
M00529,CARD,0.02074,0.1,2024-01-16,529
M00529,TOKEN,0.0212,0.1,2024-01-16,529
M00530,BANKTR,0.00218,0.42,2024-01-17,530
M00530,CARD,0.01635,0.07,2024-01-17,530
M00531,CARD,0.02374,0.1,2024-01-20,531
M00531,TOKEN,0.02426,0.1,2024-01-20,531
M00531,LDEBIT,0.0116,0.05,2024-01-20,531
M00532,CARD,0.023,0.105,2024-01-24,532
M00532,TOKEN,0.02351,0.105,2024-01-24,532
M00532,LDEBIT,0.01124,0.053,2024-01-24,532
M00532,BNPL,0.04599,0.0,2024-01-24,532
M00533,CARD,0.02316,0.1,2024-01-25,533
M00533,TOKEN,0.02367,0.1,2024-01-25,533
M00533,BNPL,0.04631,0.0,2024-01-25,533
M00534,CARD,0.01898,0.072,2024-02-01,534
M00534,LDEBIT,0.00928,0.036,2024-02-01,534
M00534,TOKEN,0.0194,0.072,2024-02-01,534
M00535,CARD,0.02315,0.105,2024-02-03,535
M00535,LDEBIT,0.01132,0.053,2024-02-03,535
M00535,TOKEN,0.02367,0.105,2024-02-03,535
M00536,CARD,0.02162,0.1,2024-02-04,536
M00536,TOKEN,0.0221,0.1,2024-02-04,536
M00536,LDEBIT,0.01057,0.05,2024-02-04,536
M00536,WALLET,0.0173,0.05,2024-02-04,536
M00537,CARD,0.02558,0.105,2024-02-05,537
M00537,TOKEN,0.02614,0.105,2024-02-05,537
M00537,LDEBIT,0.0125,0.053,2024-02-05,537
M00537,WALLET,0.02046,0.053,2024-02-05,537
M00538,CARD,0.02341,0.105,2024-02-15,538
M00538,LDEBIT,0.01144,0.053,2024-02-15,538
M00538,WALLET,0.01873,0.053,2024-02-15,538
M00539,CARD,0.02149,0.105,2024-02-15,539
M00539,LDEBIT,0.0105,0.053,2024-02-15,539
M00539,TOKEN,0.02196,0.105,2024-02-15,539
M00539,WALLET,0.01719,0.053,2024-02-15,539
M00540,CARD,0.0232,0.1,2024-02-15,540
M00540,TOKEN,0.02371,0.1,2024-02-15,540
M00541,CARD,0.01355,0.072,2024-02-17,541
M00541,LDEBIT,0.00663,0.036,2024-02-17,541
M00541,TOKEN,0.01386,0.072,2024-02-17,541
M00541,WALLET,0.01084,0.036,2024-02-17,541
M00542,CARD,0.02164,0.1,2024-02-18,542
M00542,TOKEN,0.02212,0.1,2024-02-18,542
M00542,LDEBIT,0.01058,0.05,2024-02-18,542
M00542,WALLET,0.01731,0.05,2024-02-18,542
M00543,CARD,0.02285,0.1,2024-02-24,543
M00543,TOKEN,0.02336,0.1,2024-02-24,543
M00544,CARD,0.02264,0.105,2024-02-26,544
M00544,LDEBIT,0.01107,0.053,2024-02-26,544
M00544,TOKEN,0.02314,0.105,2024-02-26,544
M00545,CARD,0.02046,0.1,2024-02-28,545
M00545,TOKEN,0.02092,0.1,2024-02-28,545
M00545,LDEBIT,0.01,0.05,2024-02-28,545
M00545,WALLET,0.01637,0.05,2024-02-28,545
M00545,BNPL,0.04092,0.0,2024-02-28,545
M00546,CARD,0.02287,0.1,2024-03-04,546
M00546,TOKEN,0.02338,0.1,2024-03-04,546
M00546,LDEBIT,0.01118,0.05,2024-03-04,546
M00546,WALLET,0.0183,0.05,2024-03-04,546
M00547,CARD,0.02493,0.105,2024-03-05,547
M00547,TOKEN,0.02549,0.105,2024-03-05,547
M00547,LDEBIT,0.01219,0.053,2024-03-05,547
M00548,CARD,0.02323,0.1,2024-03-05,548
M00548,TOKEN,0.02375,0.1,2024-03-05,548
M00548,LDEBIT,0.01136,0.05,2024-03-05,548
M00548,WALLET,0.01859,0.05,2024-03-05,548
M00549,CARD,0.02096,0.1,2024-03-06,549
M00549,TOKEN,0.02143,0.1,2024-03-06,549
M00549,LDEBIT,0.01025,0.05,2024-03-06,549
M00549,WALLET,0.01677,0.05,2024-03-06,549
M00550,CARD,0.02298,0.105,2024-03-07,550
M00550,LDEBIT,0.01123,0.053,2024-03-07,550
M00551,CARD,0.02146,0.1,2024-03-10,551
M00551,TOKEN,0.02193,0.1,2024-03-10,551
M00552,CARD,0.02239,0.1,2024-03-10,552
M00552,TOKEN,0.02289,0.1,2024-03-10,552
M00552,LDEBIT,0.01095,0.05,2024-03-10,552
M00552,BNPL,0.04479,0.0,2024-03-10,552
M00553,CARD,0.02433,0.105,2024-03-12,553
M00553,LDEBIT,0.0119,0.053,2024-03-12,553
M00553,TOKEN,0.02487,0.105,2024-03-12,553
M00553,WALLET,0.01947,0.053,2024-03-12,553
M00554,CARD,0.02338,0.105,2024-03-12,554
M00554,LDEBIT,0.01143,0.053,2024-03-12,554
M00554,WALLET,0.0187,0.053,2024-03-12,554
M00555,CARD,0.01652,0.07,2024-03-13,555
M00555,LDEBIT,0.00808,0.035,2024-03-13,555
M00556,CARD,0.02318,0.1,2024-03-15,556
M00556,TOKEN,0.0237,0.1,2024-03-15,556
M00556,BNPL,0.04637,0.0,2024-03-15,556
M00557,CARD,0.02416,0.1,2024-03-16,557
M00557,TOKEN,0.02469,0.1,2024-03-16,557
M00558,BANKTR,0.00204,0.42,2024-03-17,558
M00558,CARD,0.01527,0.07,2024-03-17,558
M00559,CARD,0.02225,0.1,2024-03-29,559
M00559,TOKEN,0.02274,0.1,2024-03-29,559
M00559,LDEBIT,0.01088,0.05,2024-03-29,559
M00559,WALLET,0.0178,0.05,2024-03-29,559
M00559,BNPL,0.04449,0.0,2024-03-29,559
M00560,CARD,0.02437,0.105,2024-03-30,560
M00560,LDEBIT,0.01191,0.053,2024-03-30,560
M00560,WALLET,0.01949,0.053,2024-03-30,560
M00561,CARD,0.0232,0.105,2024-07-03,561
M00561,LDEBIT,0.01134,0.053,2024-07-03,561
M00561,TOKEN,0.02371,0.105,2024-07-03,561
M00562,CARD,0.02248,0.1,2024-07-08,562
M00562,TOKEN,0.02297,0.1,2024-07-08,562
M00563,CARD,0.02381,0.105,2024-07-10,563
M00563,LDEBIT,0.01164,0.053,2024-07-10,563
M00564,CARD,0.02357,0.105,2024-07-10,564
M00564,LDEBIT,0.01152,0.053,2024-07-10,564
M00564,TOKEN,0.0241,0.105,2024-07-10,564
M00565,CARD,0.02331,0.105,2024-07-11,565
M00565,LDEBIT,0.01139,0.053,2024-07-11,565
M00565,TOKEN,0.02382,0.105,2024-07-11,565
M00566,CARD,0.02276,0.1,2024-07-12,566
M00566,TOKEN,0.02326,0.1,2024-07-12,566
M00567,CARD,0.02157,0.1,2024-07-16,567
M00567,TOKEN,0.02205,0.1,2024-07-16,567
M00567,LDEBIT,0.01054,0.05,2024-07-16,567
M00567,WALLET,0.01725,0.05,2024-07-16,567
M00567,BNPL,0.04313,0.0,2024-07-16,567
M00568,CARD,0.02269,0.105,2024-07-19,568
M00568,LDEBIT,0.0111,0.053,2024-07-19,568
M00568,TOKEN,0.0232,0.105,2024-07-19,568
M00569,CARD,0.0241,0.105,2024-07-19,569
M00569,LDEBIT,0.01178,0.053,2024-07-19,569
M00569,TOKEN,0.02464,0.105,2024-07-19,569
M00570,CARD,0.02486,0.105,2024-07-22,570
M00570,LDEBIT,0.01216,0.053,2024-07-22,570
M00570,WALLET,0.01989,0.053,2024-07-22,570
M00571,CARD,0.01594,0.072,2024-07-22,571
M00571,LDEBIT,0.00779,0.036,2024-07-22,571
M00571,TOKEN,0.01629,0.072,2024-07-22,571
M00571,WALLET,0.01275,0.036,2024-07-22,571
M00572,CARD,0.02426,0.105,2024-07-26,572
M00572,LDEBIT,0.01186,0.053,2024-07-26,572
M00573,CARD,0.02239,0.105,2024-07-27,573
M00573,LDEBIT,0.01095,0.053,2024-07-27,573
M00573,WALLET,0.01791,0.053,2024-07-27,573
M00574,CARD,0.01504,0.07,2024-07-28,574
M00574,LDEBIT,0.00735,0.035,2024-07-28,574
M00574,WALLET,0.01203,0.035,2024-07-28,574
M00575,CARD,0.02257,0.1,2024-07-29,575
M00575,TOKEN,0.02307,0.1,2024-07-29,575
M00576,CARD,0.02234,0.1,2024-08-01,576
M00576,TOKEN,0.02284,0.1,2024-08-01,576
M00577,CARD,0.01601,0.072,2024-08-04,577
M00577,LDEBIT,0.00783,0.036,2024-08-04,577
M00577,TOKEN,0.01637,0.072,2024-08-04,577
M00578,CARD,0.0237,0.105,2024-08-05,578
M00578,LDEBIT,0.01159,0.053,2024-08-05,578
M00578,TOKEN,0.02423,0.105,2024-08-05,578
M00578,WALLET,0.01896,0.053,2024-08-05,578
M00579,CARD,0.02257,0.1,2024-08-09,579
M00579,TOKEN,0.02308,0.1,2024-08-09,579
M00579,LDEBIT,0.01104,0.05,2024-08-09,579
M00579,WALLET,0.01806,0.05,2024-08-09,579
M00580,CARD,0.02385,0.105,2024-08-09,580
M00580,LDEBIT,0.01166,0.053,2024-08-09,580
M00580,TOKEN,0.02438,0.105,2024-08-09,580
M00581,CARD,0.01152,0.072,2024-08-11,581
M00581,LDEBIT,0.00563,0.036,2024-08-11,581
M00581,WALLET,0.00922,0.036,2024-08-11,581
M00582,CARD,0.022,0.1,2024-08-15,582
M00582,TOKEN,0.02249,0.1,2024-08-15,582
M00582,LDEBIT,0.01076,0.05,2024-08-15,582
M00583,CARD,0.02268,0.105,2024-08-17,583
M00583,LDEBIT,0.01109,0.053,2024-08-17,583
M00583,TOKEN,0.02318,0.105,2024-08-17,583
M00584,CARD,0.02102,0.1,2024-08-17,584
M00584,TOKEN,0.02149,0.1,2024-08-17,584
M00584,LDEBIT,0.01028,0.05,2024-08-17,584
M00584,WALLET,0.01682,0.05,2024-08-17,584
M00585,CARD,0.02299,0.1,2024-08-18,585
M00585,TOKEN,0.0235,0.1,2024-08-18,585
M00586,CARD,0.0235,0.105,2024-08-18,586
M00586,LDEBIT,0.01149,0.053,2024-08-18,586
M00587,CARD,0.02271,0.105,2024-08-19,587
M00587,TOKEN,0.02321,0.105,2024-08-19,587
M00587,BNPL,0.04541,0.0,2024-08-19,587
M00588,CARD,0.02208,0.1,2024-08-19,588
M00588,TOKEN,0.02257,0.1,2024-08-19,588
M00588,LDEBIT,0.0108,0.05,2024-08-19,588
M00588,WALLET,0.01766,0.05,2024-08-19,588
M00588,BNPL,0.04416,0.0,2024-08-19,588
M00589,CARD,0.02379,0.105,2024-08-21,589
M00589,LDEBIT,0.01163,0.053,2024-08-21,589
M00590,BANKTR,0.00223,0.42,2024-08-26,590
M00590,CARD,0.01669,0.07,2024-08-26,590
M00591,CARD,0.02308,0.105,2024-08-28,591
M00591,LDEBIT,0.01128,0.053,2024-08-28,591
M00591,TOKEN,0.02359,0.105,2024-08-28,591
M00592,CARD,0.02402,0.105,2024-08-31,592
M00592,LDEBIT,0.01175,0.053,2024-08-31,592
M00592,TOKEN,0.02456,0.105,2024-08-31,592
M00593,CARD,0.02188,0.1,2024-09-05,593
M00593,TOKEN,0.02237,0.1,2024-09-05,593
M00593,LDEBIT,0.0107,0.05,2024-09-05,593
M00593,WALLET,0.0175,0.05,2024-09-05,593
M00593,BNPL,0.04376,0.0,2024-09-05,593
M00594,CARD,0.02453,0.105,2024-09-10,594
M00594,LDEBIT,0.01199,0.053,2024-09-10,594
M00594,TOKEN,0.02507,0.105,2024-09-10,594
M00595,CARD,0.02265,0.105,2024-09-14,595
M00595,LDEBIT,0.01107,0.053,2024-09-14,595
M00595,WALLET,0.01812,0.053,2024-09-14,595
M00596,CARD,0.02395,0.105,2024-09-15,596
M00596,LDEBIT,0.01171,0.053,2024-09-15,596
M00597,CARD,0.02276,0.1,2024-09-15,597
M00597,TOKEN,0.02327,0.1,2024-09-15,597
M00597,LDEBIT,0.01113,0.05,2024-09-15,597
M00597,WALLET,0.01821,0.05,2024-09-15,597
M00597,BNPL,0.04553,0.0,2024-09-15,597
M00598,CARD,0.02358,0.1,2024-09-16,598
M00598,TOKEN,0.0241,0.1,2024-09-16,598
M00598,LDEBIT,0.01153,0.05,2024-09-16,598
M00598,WALLET,0.01886,0.05,2024-09-16,598
M00599,CARD,0.0232,0.105,2024-09-16,599
M00599,LDEBIT,0.01134,0.053,2024-09-16,599
M00600,CARD,0.02346,0.1,2024-09-20,600
M00600,TOKEN,0.02398,0.1,2024-09-20,600
M00601,CARD,0.0247,0.105,2024-09-20,601
M00601,LDEBIT,0.01208,0.053,2024-09-20,601
M00601,TOKEN,0.02525,0.105,2024-09-20,601
M00602,CARD,0.01541,0.07,2024-09-21,602
M00602,LDEBIT,0.00754,0.035,2024-09-21,602
M00603,CARD,0.02456,0.105,2024-09-22,603
M00603,TOKEN,0.02511,0.105,2024-09-22,603
M00603,LDEBIT,0.01201,0.053,2024-09-22,603
M00603,BNPL,0.04913,0.0,2024-09-22,603
M00604,CARD,0.01906,0.072,2024-09-22,604
M00604,LDEBIT,0.00932,0.036,2024-09-22,604
M00605,CARD,0.02133,0.1,2024-09-23,605
M00605,TOKEN,0.0218,0.1,2024-09-23,605
M00605,LDEBIT,0.01043,0.05,2024-09-23,605
M00605,WALLET,0.01706,0.05,2024-09-23,605
M00605,BNPL,0.04266,0.0,2024-09-23,605
M00606,CARD,0.02206,0.1,2024-09-24,606
M00606,TOKEN,0.02256,0.1,2024-09-24,606
M00606,LDEBIT,0.01079,0.05,2024-09-24,606
M00606,WALLET,0.01765,0.05,2024-09-24,606
M00607,CARD,0.02342,0.1,2024-09-27,607
M00607,TOKEN,0.02394,0.1,2024-09-27,607
M00607,LDEBIT,0.01145,0.05,2024-09-27,607
M00608,BANKTR,0.00223,0.42,2024-09-30,608
M00608,CARD,0.01673,0.07,2024-09-30,608
M00609,CARD,0.02255,0.105,2024-10-03,609
M00609,TOKEN,0.02305,0.105,2024-10-03,609
M00609,LDEBIT,0.01103,0.053,2024-10-03,609
M00609,WALLET,0.01804,0.053,2024-10-03,609
M00610,BANKTR,0.00209,0.42,2024-10-04,610
M00610,CARD,0.01566,0.07,2024-10-04,610
M00611,CARD,0.02302,0.1,2024-10-04,611
M00611,TOKEN,0.02353,0.1,2024-10-04,611
M00611,LDEBIT,0.01125,0.05,2024-10-04,611
M00611,BNPL,0.04604,0.0,2024-10-04,611
M00612,CARD,0.02249,0.1,2024-10-05,612
M00612,TOKEN,0.02299,0.1,2024-10-05,612
M00612,LDEBIT,0.011,0.05,2024-10-05,612
M00612,WALLET,0.01799,0.05,2024-10-05,612
M00613,CARD,0.02345,0.105,2024-10-09,613
M00613,LDEBIT,0.01146,0.053,2024-10-09,613
M00613,TOKEN,0.02397,0.105,2024-10-09,613
M00613,WALLET,0.01876,0.053,2024-10-09,613
M00614,CARD,0.02269,0.1,2024-10-12,614
M00614,TOKEN,0.02319,0.1,2024-10-12,614
M00614,LDEBIT,0.01109,0.05,2024-10-12,614
M00614,BNPL,0.04537,0.0,2024-10-12,614
M00615,CARD,0.02156,0.1,2024-10-13,615
M00615,TOKEN,0.02204,0.1,2024-10-13,615
M00615,LDEBIT,0.01054,0.05,2024-10-13,615
M00615,BNPL,0.04312,0.0,2024-10-13,615
M00616,CARD,0.01709,0.072,2024-10-14,616
M00616,TOKEN,0.01746,0.072,2024-10-14,616
M00616,LDEBIT,0.00835,0.036,2024-10-14,616
M00616,BNPL,0.03417,0.0,2024-10-14,616
M00617,CARD,0.02465,0.105,2024-10-14,617
M00617,LDEBIT,0.01205,0.053,2024-10-14,617
M00617,TOKEN,0.0252,0.105,2024-10-14,617
M00617,WALLET,0.01972,0.053,2024-10-14,617
M00618,CARD,0.0241,0.105,2024-10-15,618
M00618,LDEBIT,0.01178,0.053,2024-10-15,618
M00618,WALLET,0.01928,0.053,2024-10-15,618
M00619,CARD,0.01453,0.072,2024-10-15,619
M00619,TOKEN,0.01485,0.072,2024-10-15,619
M00619,LDEBIT,0.0071,0.036,2024-10-15,619
M00619,WALLET,0.01162,0.036,2024-10-15,619
M00620,BANKTR,0.0022,0.42,2024-10-16,620
M00620,CARD,0.01653,0.07,2024-10-16,620
M00621,CARD,0.02281,0.105,2024-10-16,621
M00621,LDEBIT,0.01115,0.053,2024-10-16,621
M00621,WALLET,0.01825,0.053,2024-10-16,621
M00622,CARD,0.02345,0.105,2024-10-18,622
M00622,TOKEN,0.02397,0.105,2024-10-18,622
M00622,LDEBIT,0.01147,0.053,2024-10-18,622
M00622,BNPL,0.04691,0.0,2024-10-18,622
M00623,CARD,0.02304,0.105,2024-10-19,623
M00623,LDEBIT,0.01126,0.053,2024-10-19,623
M00623,TOKEN,0.02355,0.105,2024-10-19,623
M00624,CARD,0.02055,0.1,2024-10-22,624
M00624,TOKEN,0.02101,0.1,2024-10-22,624
M00624,LDEBIT,0.01005,0.05,2024-10-22,624
M00624,WALLET,0.01644,0.05,2024-10-22,624
M00624,BNPL,0.0411,0.0,2024-10-22,624
M00625,CARD,0.02393,0.105,2024-10-23,625
M00625,TOKEN,0.02446,0.105,2024-10-23,625
M00625,LDEBIT,0.0117,0.053,2024-10-23,625
M00625,BNPL,0.04786,0.0,2024-10-23,625
M00626,CARD,0.02383,0.105,2024-10-24,626
M00626,TOKEN,0.02436,0.105,2024-10-24,626
M00627,CARD,0.02421,0.105,2024-10-25,627
M00627,LDEBIT,0.01184,0.053,2024-10-25,627
M00628,CARD,0.02353,0.105,2024-10-26,628
M00628,LDEBIT,0.01151,0.053,2024-10-26,628
M00628,TOKEN,0.02406,0.105,2024-10-26,628
M00628,WALLET,0.01883,0.053,2024-10-26,628
M00629,CARD,0.02374,0.1,2024-10-27,629
M00629,TOKEN,0.02426,0.1,2024-10-27,629
M00630,CARD,0.01735,0.072,2024-10-29,630
M00630,LDEBIT,0.00848,0.036,2024-10-29,630
M00630,WALLET,0.01388,0.036,2024-10-29,630
M00631,CARD,0.02395,0.105,2024-10-30,631
M00631,LDEBIT,0.01171,0.053,2024-10-30,631
M00631,TOKEN,0.02449,0.105,2024-10-30,631
M00632,BANKTR,0.00214,0.42,2024-11-01,632
M00632,CARD,0.01602,0.07,2024-11-01,632
M00633,CARD,0.01775,0.072,2024-11-01,633
M00633,LDEBIT,0.00868,0.036,2024-11-01,633
M00634,CARD,0.0248,0.105,2024-11-02,634
M00634,LDEBIT,0.01212,0.053,2024-11-02,634
M00634,TOKEN,0.02535,0.105,2024-11-02,634
M00635,CARD,0.01552,0.072,2024-11-03,635
M00635,LDEBIT,0.00759,0.036,2024-11-03,635
M00635,TOKEN,0.01586,0.072,2024-11-03,635
M00636,CARD,0.02275,0.1,2024-11-04,636
M00636,TOKEN,0.02326,0.1,2024-11-04,636
M00636,LDEBIT,0.01112,0.05,2024-11-04,636
M00636,WALLET,0.0182,0.05,2024-11-04,636
M00637,CARD,0.01376,0.072,2024-11-09,637
M00637,TOKEN,0.01406,0.072,2024-11-09,637
M00637,LDEBIT,0.00673,0.036,2024-11-09,637
M00637,BNPL,0.02751,0.0,2024-11-09,637
M00638,CARD,0.0232,0.105,2024-11-09,638
M00638,LDEBIT,0.01134,0.053,2024-11-09,638
M00638,TOKEN,0.02372,0.105,2024-11-09,638
M00639,CARD,0.01902,0.1,2024-11-10,639
M00639,TOKEN,0.01944,0.1,2024-11-10,639
M00639,LDEBIT,0.0093,0.05,2024-11-10,639
M00639,BNPL,0.03804,0.0,2024-11-10,639
M00640,CARD,0.02254,0.105,2024-11-13,640
M00640,LDEBIT,0.01102,0.053,2024-11-13,640
M00640,TOKEN,0.02304,0.105,2024-11-13,640
M00641,CARD,0.02152,0.1,2024-11-15,641
M00641,TOKEN,0.022,0.1,2024-11-15,641
M00642,CARD,0.02333,0.1,2024-11-16,642
M00642,TOKEN,0.02385,0.1,2024-11-16,642
M00642,LDEBIT,0.01141,0.05,2024-11-16,642
M00642,BNPL,0.04666,0.0,2024-11-16,642
M00643,CARD,0.02305,0.105,2024-11-16,643
M00643,LDEBIT,0.01127,0.053,2024-11-16,643
M00644,CARD,0.02534,0.105,2024-11-16,644
M00644,LDEBIT,0.01239,0.053,2024-11-16,644
M00644,TOKEN,0.0259,0.105,2024-11-16,644
M00645,CARD,0.02336,0.105,2024-11-20,645
M00645,LDEBIT,0.01142,0.053,2024-11-20,645
M00645,TOKEN,0.02388,0.105,2024-11-20,645
M00645,WALLET,0.01869,0.053,2024-11-20,645
M00646,BANKTR,0.00206,0.42,2024-11-21,646
M00646,CARD,0.01544,0.07,2024-11-21,646
M00647,CARD,0.02627,0.105,2024-11-21,647
M00647,LDEBIT,0.01284,0.053,2024-11-21,647
M00647,TOKEN,0.02685,0.105,2024-11-21,647
M00648,BANKTR,0.00212,0.42,2024-11-22,648
M00648,CARD,0.01587,0.07,2024-11-22,648
M00649,BANKTR,0.00208,0.42,2024-11-23,649
M00649,CARD,0.01558,0.07,2024-11-23,649
M00650,BANKTR,0.00213,0.42,2024-11-24,650
M00650,CARD,0.01599,0.07,2024-11-24,650
M00651,CARD,0.02366,0.1,2024-11-27,651
M00651,TOKEN,0.02419,0.1,2024-11-27,651
M00651,LDEBIT,0.01157,0.05,2024-11-27,651
M00651,WALLET,0.01893,0.05,2024-11-27,651
M00652,CARD,0.0234,0.1,2024-11-29,652
M00652,TOKEN,0.02392,0.1,2024-11-29,652
M00652,LDEBIT,0.01144,0.05,2024-11-29,652
M00653,CARD,0.02411,0.105,2024-11-29,653
M00653,LDEBIT,0.01179,0.053,2024-11-29,653
M00653,TOKEN,0.02464,0.105,2024-11-29,653
M00654,CARD,0.02547,0.105,2024-11-29,654
M00654,TOKEN,0.02604,0.105,2024-11-29,654
M00654,LDEBIT,0.01245,0.053,2024-11-29,654
M00654,WALLET,0.02038,0.053,2024-11-29,654
M00654,BNPL,0.05095,0.0,2024-11-29,654
M00655,BANKTR,0.00201,0.42,2024-11-30,655
M00655,CARD,0.01506,0.07,2024-11-30,655
M00656,CARD,0.02427,0.105,2024-11-30,656
M00656,TOKEN,0.02481,0.105,2024-11-30,656
M00656,LDEBIT,0.01186,0.053,2024-11-30,656
M00656,WALLET,0.01941,0.053,2024-11-30,656
M00656,BNPL,0.04853,0.0,2024-11-30,656
M00657,CARD,0.02387,0.105,2024-11-30,657
M00657,LDEBIT,0.01167,0.053,2024-11-30,657
M00657,WALLET,0.0191,0.053,2024-11-30,657
M00658,CARD,0.01662,0.07,2024-12-03,658
M00658,LDEBIT,0.00812,0.035,2024-12-03,658
M00659,BANKTR,0.00228,0.42,2024-12-03,659
M00659,CARD,0.01708,0.07,2024-12-03,659
M00660,CARD,0.02331,0.1,2024-12-04,660
M00660,TOKEN,0.02383,0.1,2024-12-04,660
M00660,LDEBIT,0.0114,0.05,2024-12-04,660
M00660,WALLET,0.01865,0.05,2024-12-04,660
M00660,BNPL,0.04662,0.0,2024-12-04,660
M00661,CARD,0.02417,0.1,2024-12-06,661
M00661,TOKEN,0.0247,0.1,2024-12-06,661
M00661,BNPL,0.04833,0.0,2024-12-06,661
M00662,CARD,0.02287,0.1,2024-12-08,662
M00662,TOKEN,0.02338,0.1,2024-12-08,662
M00662,LDEBIT,0.01118,0.05,2024-12-08,662
M00662,WALLET,0.0183,0.05,2024-12-08,662
M00662,BNPL,0.04575,0.0,2024-12-08,662
M00663,CARD,0.02221,0.1,2024-12-11,663
M00663,TOKEN,0.0227,0.1,2024-12-11,663
M00663,LDEBIT,0.01086,0.05,2024-12-11,663
M00663,BNPL,0.04442,0.0,2024-12-11,663
M00664,CARD,0.02274,0.1,2024-12-13,664
M00664,TOKEN,0.02324,0.1,2024-12-13,664
M00664,LDEBIT,0.01112,0.05,2024-12-13,664
M00665,CARD,0.02509,0.105,2024-12-15,665
M00665,LDEBIT,0.01226,0.053,2024-12-15,665
