merchant_key,merchant_id,mid,merchant_name,country_code,segment,vertical,service,integration_type,settlement_type,account_manager,signup_date,live_date,first_txn_date,live_date_corrected,last_txn_date,days_signup_to_live,days_live_to_first_txn,is_activated,lifecycle_status,signup_cohort,live_cohort,live_fy,is_new_in_period,signup_date_key,live_date_key,first_txn_date_key,last_txn_date_key
888,M00888,SA935953139,Falcon Trading,SA,B2B,Distribution & Wholesale,Payment Links,Payment Links,T+1,Reem Al-Ghamdi,2025-09-17,,,0,,,,0,Onboarding (not live),2025-09,,,0,20250917,,,
889,M00889,EG245991238,Coral Streaming,EG,Online,Digital Services,Online Checkout,Direct API,T+1,Nadia Fouad,2025-09-19,2025-10-24,2025-10-30,0,2026-06-30,35.0,6.0,1,Active,2025-09,2025-10,2026.0,1,20250919,20251024,20251030,20260630
890,M00890,EG349230375,Urban Stays,EG,Online,Travel & Hospitality,Online Checkout,E-commerce Plugin,Instant,Mai Ragab,2025-09-22,2025-10-02,2025-10-04,0,2026-03-30,10.0,2.0,1,Churned,2025-09,2025-10,2026.0,1,20250922,20251002,20251004,20260330
891,M00891,EG841233405,Prime Shop 891,EG,Online,E-commerce,Online Checkout,Direct API,T+1,Nadia Fouad,2025-09-22,2025-11-10,2025-11-12,0,2026-06-30,49.0,2.0,1,Active,2025-09,2025-11,2026.0,1,20250922,20251110,20251112,20260630
892,M00892,SA819222940,Royal Kitchen 892,SA,SME,Food & Beverage,Payment Links,Payment Links,T+2,Turki Al-Shammari,2025-09-27,2025-10-01,2025-10-08,0,2026-06-29,4.0,7.0,1,Active,2025-09,2025-10,2026.0,1,20250927,20251001,20251008,20260629
893,M00893,AE712771156,Urban Grill 893,AE,SME,Food & Beverage,Payment Links,Payment Links,T+1,Yousef Al-Marri,2025-09-29,2025-10-04,2025-11-30,0,2026-06-29,5.0,57.0,0,Active,2025-09,2025-10,2026.0,1,20250929,20251004,20251130,20260629
894,M00894,EG429684322,Palm Bakery 894,EG,SME,Food & Beverage,POS Acceptance,POS Terminal,T+2,Mai Ragab,2025-09-29,2025-11-03,2025-11-05,0,2026-06-29,35.0,2.0,1,Active,2025-09,2025-11,2026.0,1,20250929,20251103,20251105,20260629
895,M00895,SA652586164,Green Connect,SA,Enterprise,Telecom & Utilities,POS Acceptance,POS Terminal,T+1,Reem Al-Ghamdi,2025-09-30,2025-10-11,2025-10-15,0,2026-06-30,11.0,4.0,1,Active,2025-09,2025-10,2026.0,1,20250930,20251011,20251015,20260630
896,M00896,OM423695424,Pearl Supply,OM,B2B,Distribution & Wholesale,B2B Collections,Payment Links,T+1,Salim Al-Harthy,2025-10-03,2025-10-06,2025-10-08,0,2026-06-30,3.0,2.0,1,Active,2025-10,2025-10,2026.0,1,20251003,20251006,20251008,20260630
897,M00897,EG580628831,Coral Mart 897,EG,SME,Retail,Payment Links,Payment Links,T+2,Hany Soliman,2025-10-05,2025-10-13,2025-10-27,0,2026-06-29,8.0,14.0,1,Active,2025-10,2025-10,2026.0,1,20251005,20251013,20251027,20260629
898,M00898,EG943952192,Metro Journeys,EG,Online,Travel & Hospitality,Subscriptions,Direct API,T+2,Karim Ezzat,2025-10-06,2025-11-12,2025-11-12,0,2026-06-30,37.0,0.0,1,Active,2025-10,2025-11,2026.0,1,20251006,20251112,20251112,20260630
899,M00899,AE718043205,Blue Pharmacy,AE,SME,Healthcare,Payment Links,Payment Links,T+2,Yousef Al-Marri,2025-10-07,2025-10-17,2025-10-30,0,2026-06-30,10.0,13.0,1,Active,2025-10,2025-10,2026.0,1,20251007,20251017,20251030,20260630
900,M00900,SA244366282,Falcon Supply,SA,B2B,Distribution & Wholesale,Payment Links,Payment Links,Weekly,Reem Al-Ghamdi,2025-10-08,2025-10-14,2025-10-20,0,2026-06-29,6.0,6.0,1,Active,2025-10,2025-10,2026.0,1,20251008,20251014,20251020,20260629
901,M00901,EG319798094,Falcon Medical,EG,SME,Healthcare,Payment Links,Payment Links,T+2,Karim Ezzat,2025-10-10,2025-10-19,2025-10-24,0,2026-06-29,9.0,5.0,1,Active,2025-10,2025-10,2026.0,1,20251010,20251019,20251024,20260629
902,M00902,EG563165212,Sand Stores 902,EG,SME,Retail,POS Acceptance,POS Terminal,T+2,Mai Ragab,2025-10-11,2025-11-12,2025-11-13,0,2026-06-30,32.0,1.0,1,Active,2025-10,2025-11,2026.0,1,20251011,20251112,20251113,20260630
903,M00903,EG442885235,Golden Cafe 903,EG,SME,Food & Beverage,Payment Links,Payment Links,T+1,Hany Soliman,2025-10-11,2025-10-18,,0,,7.0,,0,Live - never transacted,2025-10,2025-10,2026.0,1,20251011,20251018,,
904,M00904,EG305582435,Urban Legal,EG,SME,Professional Services,POS Acceptance,POS Terminal,T+1,Hany Soliman,2025-10-13,2025-11-09,2025-11-10,0,2026-06-30,27.0,1.0,1,Active,2025-10,2025-11,2026.0,1,20251013,20251109,20251110,20260630
905,M00905,EG303905612,Falcon Advisory,EG,SME,Professional Services,POS Acceptance,POS Terminal,T+2,Nadia Fouad,2025-10-15,2025-11-14,2025-11-18,0,2026-06-29,30.0,4.0,1,Active,2025-10,2025-11,2026.0,1,20251015,20251114,20251118,20260629
906,M00906,AE901431148,Bright Roastery 906,AE,SME,Food & Beverage,POS Acceptance,POS Terminal,T+2,Yousef Al-Marri,2025-10-16,2025-11-10,2025-11-11,0,2026-06-30,25.0,1.0,1,Active,2025-10,2025-11,2026.0,1,20251016,20251110,20251111,20260630
907,M00907,AE364520535,Prime Mart 907,AE,SME,Retail,Payment Links,Payment Links,T+2,Yousef Al-Marri,2025-10-17,2025-10-22,2025-11-17,0,2026-06-29,5.0,26.0,1,Active,2025-10,2025-10,2026.0,1,20251017,20251022,20251117,20260629
908,M00908,SA397646855,Royal Roastery 908,SA,Enterprise,Food & Beverage,Online Checkout,E-commerce Plugin,T+1,Reem Al-Ghamdi,2025-10-18,2025-11-01,2025-11-11,0,2026-06-30,14.0,10.0,1,Active,2025-10,2025-11,2026.0,1,20251018,20251101,20251111,20260630
909,M00909,AE817996070,Urban Journeys,AE,Online,Travel & Hospitality,Online Checkout,E-commerce Plugin,T+2,Yousef Al-Marri,2025-10-19,2025-10-28,2025-10-29,0,2026-06-30,9.0,1.0,1,Active,2025-10,2025-10,2026.0,1,20251019,20251028,20251029,20260630
910,M00910,SA547888476,Zenith Tours,SA,Online,Travel & Hospitality,Online Checkout,Direct API,T+2,Reem Al-Ghamdi,2025-10-19,,,0,,,,0,Onboarding (not live),2025-10,,,0,20251019,,,
911,M00911,EG379278678,Amber Shop 911,EG,Online,E-commerce,Online Checkout,Direct API,T+2,Nadia Fouad,2025-10-21,2025-12-21,2025-12-23,0,2026-06-30,61.0,2.0,1,Active,2025-10,2025-12,2026.0,1,20251021,20251221,20251223,20260630
912,M00912,EG182012188,Prime Kitchen 912,EG,SME,Food & Beverage,POS Acceptance,POS Terminal,T+1,Karim Ezzat,2025-10-23,2025-11-22,2025-11-23,0,2026-06-30,30.0,1.0,1,Active,2025-10,2025-11,2026.0,1,20251023,20251122,20251123,20260630
913,M00913,EG719592790,Nova Schools,EG,SME,Education,POS Acceptance,POS Terminal,Instant,Nadia Fouad,2025-10-25,2025-11-21,2025-12-03,0,2026-04-30,27.0,12.0,1,Dormant,2025-10,2025-11,2026.0,1,20251025,20251121,20251203,20260430
914,M00914,SA345312220,Zenith Stays,SA,Online,Travel & Hospitality,Online Checkout,E-commerce Plugin,T+2,Reem Al-Ghamdi,2025-10-26,2025-11-17,2025-11-26,0,2026-06-30,22.0,9.0,1,Active,2025-10,2025-11,2026.0,1,20251026,20251117,20251126,20260630
915,M00915,EG187417841,Swift Travel,EG,Online,Travel & Hospitality,Online Checkout,Direct API,T+1,Hany Soliman,2025-10-26,2025-12-12,2025-12-25,0,2026-06-30,47.0,13.0,1,Active,2025-10,2025-12,2026.0,1,20251026,20251212,20251225,20260630
916,M00916,OM805525842,Oasis Basket 916,OM,Online,E-commerce,Online Checkout,Direct API,T+1,Salim Al-Harthy,2025-10-27,2026-01-04,2026-01-28,0,2026-06-30,69.0,24.0,1,Active,2025-10,2026-01,2026.0,1,20251027,20260104,20260128,20260630
917,M00917,AE755836575,Coral Boutique 917,AE,SME,Retail,POS Acceptance,POS Terminal,Instant,Layla Haddad,2025-10-27,2025-11-09,2025-11-15,0,2026-06-30,13.0,6.0,1,Active,2025-10,2025-11,2026.0,1,20251027,20251109,20251115,20260630
918,M00918,AE621587952,Cedar Advisory,AE,SME,Professional Services,Online Checkout,Hosted Checkout,T+1,Yousef Al-Marri,2025-10-27,2025-11-07,2025-11-14,0,2026-06-29,11.0,7.0,1,Active,2025-10,2025-11,2026.0,1,20251027,20251107,20251114,20260629
919,M00919,EG579116624,Amber Schools,EG,SME,Education,POS Acceptance,POS Terminal,Instant,Nadia Fouad,2025-10-29,2025-11-14,2025-11-17,0,2026-06-30,16.0,3.0,1,Active,2025-10,2025-11,2026.0,1,20251029,20251114,20251117,20260630
920,M00920,AE538625118,Palm Shop 920,AE,Online,E-commerce,Online Checkout,Hosted Checkout,T+2,Layla Haddad,2025-10-30,2025-11-12,2025-12-08,0,2026-06-30,13.0,26.0,1,Active,2025-10,2025-11,2026.0,1,20251030,20251112,20251208,20260630
921,M00921,SA223828690,Nova Legal,SA,SME,Professional Services,POS Acceptance,POS Terminal,T+2,Turki Al-Shammari,2025-10-30,2025-11-26,2025-12-02,0,2026-06-30,27.0,6.0,1,Active,2025-10,2025-11,2026.0,1,20251030,20251126,20251202,20260630
922,M00922,EG244216062,Zenith EdTech,EG,SME,Education,Payment Links,Payment Links,T+1,Mai Ragab,2025-11-01,2025-11-05,2025-11-14,0,2026-06-29,4.0,9.0,1,Active,2025-11,2025-11,2026.0,1,20251101,20251105,20251114,20260629
923,M00923,EG344758416,Sand Medical,EG,SME,Healthcare,POS Acceptance,POS Terminal,T+1,Nadia Fouad,2025-11-02,2025-11-19,2025-11-21,0,2026-06-30,17.0,2.0,1,Active,2025-11,2025-11,2026.0,1,20251102,20251119,20251121,20260630
924,M00924,OM498407948,Palm Deals 924,OM,Online,E-commerce,Subscriptions,Direct API,T+2,Salim Al-Harthy,2025-11-03,2025-12-07,2025-12-09,0,2026-06-30,34.0,2.0,1,Active,2025-11,2025-12,2026.0,1,20251103,20251207,20251209,20260630
925,M00925,EG481378868,Pearl Digital,EG,Online,Digital Services,Subscriptions,Direct API,T+2,Hany Soliman,2025-11-04,,,0,,,,0,Onboarding (not live),2025-11,,,0,20251104,,,
926,M00926,EG877635192,Bright Cafe 926,EG,Online,Food & Beverage,Online Checkout,E-commerce Plugin,T+2,Karim Ezzat,2025-11-04,2025-11-15,,0,,11.0,,0,Live - never transacted,2025-11,2025-11,2026.0,1,20251104,20251115,,
927,M00927,AE808773781,Nova Net,AE,B2B,Telecom & Utilities,B2B Collections,Direct API,T+1,Yousef Al-Marri,2025-11-05,,,0,,,,0,Onboarding (not live),2025-11,,,0,20251105,,,
928,M00928,EG538819871,Cedar Freight,EG,B2B,Logistics,B2B Collections,Payment Links,Weekly,Mai Ragab,2025-11-05,2025-11-10,2025-11-11,0,2026-06-29,5.0,1.0,1,Active,2025-11,2025-11,2026.0,1,20251105,20251110,20251111,20260629
929,M00929,AE254819908,Prime Shop 929,AE,Online,E-commerce,Online Checkout,Direct API,Instant,Layla Haddad,2025-11-06,2026-02-11,2026-02-12,0,2026-06-30,97.0,1.0,1,Active,2025-11,2026-02,2026.0,1,20251106,20260211,20260212,20260630
930,M00930,OM585008071,Sand Deals 930,OM,Online,E-commerce,Online Checkout,Direct API,T+1,Salim Al-Harthy,2025-11-08,,,0,,,,0,Onboarding (not live),2025-11,,,0,20251108,,,
931,M00931,AE368709978,Coral Roastery 931,AE,Online,Food & Beverage,Online Checkout,Direct API,Instant,Layla Haddad,2025-11-10,2026-01-13,2026-01-28,0,2026-06-30,64.0,15.0,1,Active,2025-11,2026-01,2026.0,1,20251110,20260113,20260128,20260630
932,M00932,EG166655022,Swift Online 932,EG,Online,E-commerce,Online Checkout,Hosted Checkout,T+2,Hany Soliman,2025-11-11,2025-12-06,2025-12-06,0,2026-06-30,25.0,0.0,1,Active,2025-11,2025-12,2026.0,1,20251111,20251206,20251206,20260630
933,M00933,SA679105691,Swift Boutique 933,SA,SME,Retail,Payment Links,Payment Links,T+1,Turki Al-Shammari,2025-11-12,2025-11-14,2025-12-01,0,2026-06-29,2.0,17.0,1,Active,2025-11,2025-11,2026.0,1,20251112,20251114,20251201,20260629
934,M00934,EG462840280,Swift Academy,EG,Online,Education,Online Checkout,Direct API,T+2,Nadia Fouad,2025-11-18,2026-02-26,2026-03-04,0,2026-06-30,100.0,6.0,1,Active,2025-11,2026-02,2026.0,1,20251118,20260226,20260304,20260630
935,M00935,EG163862782,Bright Market 935,EG,SME,Retail,POS Acceptance,POS Terminal,T+1,Mai Ragab,2025-11-23,2025-12-06,2025-12-08,0,2026-06-30,13.0,2.0,1,Active,2025-11,2025-12,2026.0,1,20251123,20251206,20251208,20260630
936,M00936,SA776152011,Prime Cafe 936,SA,Online,Food & Beverage,Subscriptions,Direct API,T+2,Turki Al-Shammari,2025-11-24,2026-01-30,,0,,67.0,,0,Live - never transacted,2025-11,2026-01,2026.0,1,20251124,20260130,,
937,M00937,SA973356827,Nova Traders,SA,B2B,Distribution & Wholesale,Payment Links,Payment Links,T+1,Reem Al-Ghamdi,2025-11-24,2025-11-30,,0,,6.0,,0,Live - never transacted,2025-11,2025-11,2026.0,1,20251124,20251130,,
938,M00938,OM410323148,Silver Care,OM,SME,Healthcare,Payment Links,Payment Links,Instant,Salim Al-Harthy,2025-11-25,2025-11-30,2025-12-07,0,2026-06-30,5.0,7.0,1,Active,2025-11,2025-11,2026.0,1,20251125,20251130,20251207,20260630
939,M00939,EG369596833,Cedar Bakery 939,EG,SME,Food & Beverage,Payment Links,Payment Links,T+2,Nadia Fouad,2025-11-27,,,0,,,,0,Onboarding (not live),2025-11,,,0,20251127,,,
940,M00940,AE468123038,Amber Care,AE,SME,Healthcare,POS Acceptance,POS Terminal,T+2,Yousef Al-Marri,2025-11-27,2025-12-25,,0,,28.0,,0,Live - never transacted,2025-11,2025-12,2026.0,1,20251127,20251225,,
941,M00941,AE468792000,Coral Roastery 941,AE,SME,Food & Beverage,POS Acceptance,POS Terminal,T+2,Yousef Al-Marri,2025-11-28,2025-12-23,,0,,25.0,,0,Live - never transacted,2025-11,2025-12,2026.0,1,20251128,20251223,,
942,M00942,EG595418422,Bright Clinics,EG,Enterprise,Healthcare,Online Checkout,Hosted Checkout,T+1,Hany Soliman,2025-11-29,2025-12-19,2025-12-22,0,2026-06-30,20.0,3.0,1,Active,2025-11,2025-12,2026.0,1,20251129,20251219,20251222,20260630
943,M00943,EG659588181,Horizon Learning,EG,SME,Education,POS Acceptance,POS Terminal,T+2,Hany Soliman,2025-11-30,2025-12-26,2026-01-08,0,2026-06-30,26.0,13.0,1,Active,2025-11,2025-12,2026.0,1,20251130,20251226,20260108,20260630
944,M00944,SA324082703,Palm Logistics,SA,B2B,Logistics,B2B Collections,Payment Links,Weekly,Omar Al-Anazi,2025-11-30,,,0,,,,0,Onboarding (not live),2025-11,,,0,20251130,,,
945,M00945,SA638552986,Green Basket 945,SA,Online,E-commerce,Subscriptions,Direct API,T+2,Turki Al-Shammari,2025-11-30,2026-02-19,2026-02-20,0,2026-06-30,81.0,1.0,1,Active,2025-11,2026-02,2026.0,1,20251130,20260219,20260220,20260630
946,M00946,OM875678169,Nova Outlet 946,OM,SME,Retail,POS Acceptance,POS Terminal,Instant,Salim Al-Harthy,2025-12-01,2025-12-31,2026-01-07,0,2026-06-30,30.0,7.0,1,Active,2025-12,2025-12,2026.0,1,20251201,20251231,20260107,20260630
947,M00947,EG286763395,Urban Cafe 947,EG,SME,Food & Beverage,Payment Links,Payment Links,T+2,Karim Ezzat,2025-12-06,2025-12-14,,0,,8.0,,0,Live - never transacted,2025-12,2025-12,2026.0,1,20251206,20251214,,
948,M00948,EG833255534,Amber Journeys,EG,Online,Travel & Hospitality,Online Checkout,Hosted Checkout,T+2,Nadia Fouad,2025-12-07,2026-01-03,2026-01-11,0,2026-06-30,27.0,8.0,1,Active,2025-12,2026-01,2026.0,1,20251207,20260103,20260111,20260630
949,M00949,EG337514076,Metro Learning,EG,SME,Education,Payment Links,Payment Links,T+2,Nadia Fouad,2025-12-07,2025-12-09,2025-12-18,0,2026-06-30,2.0,9.0,1,Active,2025-12,2025-12,2026.0,1,20251207,20251209,20251218,20260630
950,M00950,SA743782337,Bright Grill 950,SA,SME,Food & Beverage,Payment Links,Payment Links,T+1,Omar Al-Anazi,2025-12-08,2025-12-11,2025-12-11,0,2026-06-30,3.0,0.0,1,Active,2025-12,2025-12,2026.0,1,20251208,20251211,20251211,20260630
951,M00951,EG647433267,Oasis Cloud,EG,Online,Digital Services,Subscriptions,Direct API,T+2,Hany Soliman,2025-12-10,2026-02-12,2026-02-19,0,2026-06-30,64.0,7.0,1,Active,2025-12,2026-02,2026.0,1,20251210,20260212,20260219,20260630
952,M00952,SA475489116,Golden Consulting,SA,SME,Professional Services,Payment Links,Payment Links,T+1,Omar Al-Anazi,2025-12-10,2025-12-15,2025-12-30,0,2026-06-30,5.0,15.0,1,Active,2025-12,2025-12,2026.0,1,20251210,20251215,20251230,20260630
953,M00953,EG718783003,Swift Mart 953,EG,SME,Retail,POS Acceptance,POS Terminal,T+2,Nadia Fouad,2025-12-10,2025-12-28,2025-12-28,0,2026-06-28,18.0,0.0,1,Active,2025-12,2025-12,2026.0,1,20251210,20251228,20251228,20260628
954,M00954,AE568351745,Oasis Utilities,AE,B2B,Telecom & Utilities,Payment Links,Payment Links,Weekly,Yousef Al-Marri,2025-12-11,2025-12-16,2025-12-22,0,2026-06-25,5.0,6.0,1,Active,2025-12,2025-12,2026.0,1,20251211,20251216,20251222,20260625
955,M00955,SA351197729,Urban Basket 955,SA,Online,E-commerce,Online Checkout,E-commerce Plugin,T+2,Turki Al-Shammari,2025-12-11,2026-01-03,2026-01-19,0,2026-06-30,23.0,16.0,1,Active,2025-12,2026-01,2026.0,1,20251211,20260103,20260119,20260630
956,M00956,SA489370296,Amber Institute,SA,Online,Education,Online Checkout,Hosted Checkout,Instant,Reem Al-Ghamdi,2025-12-13,2025-12-24,2025-12-29,0,2026-06-30,11.0,5.0,1,Active,2025-12,2025-12,2026.0,1,20251213,20251224,20251229,20260630
957,M00957,EG711448909,Golden Games,EG,Online,Digital Services,Online Checkout,Hosted Checkout,T+2,Mai Ragab,2025-12-13,2026-01-18,,0,,36.0,,0,Live - never transacted,2025-12,2026-01,2026.0,1,20251213,20260118,,
958,M00958,AE545350652,Pearl Trading,AE,B2B,Distribution & Wholesale,B2B Collections,Direct API,Weekly,Yousef Al-Marri,2025-12-14,,,0,,,,0,Onboarding (not live),2025-12,,,0,20251214,,,
959,M00959,SA247806531,Green Digital,SA,Online,Digital Services,Online Checkout,E-commerce Plugin,T+1,Reem Al-Ghamdi,2025-12-14,2025-12-23,2025-12-26,0,2026-06-30,9.0,3.0,1,Active,2025-12,2025-12,2026.0,1,20251214,20251223,20251226,20260630
960,M00960,SA700672253,Metro Kitchen 960,SA,Online,Food & Beverage,Online Checkout,Hosted Checkout,T+2,Turki Al-Shammari,2025-12-15,2026-01-07,2026-01-13,0,2026-06-30,23.0,6.0,1,Active,2025-12,2026-01,2026.0,1,20251215,20260107,20260113,20260630
961,M00961,EG549485086,Coral EdTech,EG,SME,Education,POS Acceptance,POS Terminal,T+2,Karim Ezzat,2025-12-16,2026-01-18,2026-01-20,0,2026-06-27,33.0,2.0,1,Active,2025-12,2026-01,2026.0,1,20251216,20260118,20260120,20260627
962,M00962,OM700192117,Royal Cafe 962,OM,SME,Food & Beverage,Payment Links,Payment Links,T+1,Salim Al-Harthy,2025-12-22,2025-12-30,,0,,8.0,,0,Live - never transacted,2025-12,2025-12,2026.0,1,20251222,20251230,,
963,M00963,AE417405784,Crescent Kitchen 963,AE,SME,Food & Beverage,Payment Links,Payment Links,Instant,Layla Haddad,2025-12-23,2025-12-26,2026-01-06,0,2026-06-29,3.0,11.0,1,Active,2025-12,2025-12,2026.0,1,20251223,20251226,20260106,20260629
964,M00964,OM942971083,Prime Market 964,OM,SME,Retail,POS Acceptance,POS Terminal,T+1,Salim Al-Harthy,2025-12-24,2026-01-11,2026-01-11,0,2026-06-30,18.0,0.0,1,Active,2025-12,2026-01,2026.0,1,20251224,20260111,20260111,20260630
965,M00965,EG908795816,Metro Wholesale,EG,B2B,Distribution & Wholesale,B2B Collections,Payment Links,T+1,Nadia Fouad,2025-12-27,2025-12-30,2025-12-30,0,2026-06-30,3.0,0.0,1,Active,2025-12,2025-12,2026.0,1,20251227,20251230,20251230,20260630
966,M00966,AE755945667,Silver Cart 966,AE,Online,E-commerce,Online Checkout,Direct API,Instant,Yousef Al-Marri,2025-12-27,,,0,,,,0,Onboarding (not live),2025-12,,,0,20251227,,,
967,M00967,SA559191767,Bright Stays,SA,Online,Travel & Hospitality,Online Checkout,Hosted Checkout,T+1,Turki Al-Shammari,2025-12-30,2026-01-10,2026-01-21,0,2026-06-30,11.0,11.0,1,Active,2025-12,2026-01,2026.0,1,20251230,20260110,20260121,20260630
968,M00968,SA693304792,Pearl Cargo,SA,B2B,Logistics,Payment Links,Payment Links,T+1,Turki Al-Shammari,2025-12-30,2026-01-06,2026-01-08,0,2026-06-29,7.0,2.0,1,Active,2025-12,2026-01,2026.0,1,20251230,20260106,20260108,20260629
969,M00969,SA506335203,Nova Academy,SA,SME,Education,POS Acceptance,POS Terminal,Instant,Reem Al-Ghamdi,2026-01-01,2026-01-27,2026-01-28,0,2026-06-29,26.0,1.0,1,Active,2026-01,2026-01,2026.0,1,20260101,20260127,20260128,20260629
970,M00970,EG374768013,Nova Games,EG,Online,Digital Services,Subscriptions,Direct API,T+1,Hany Soliman,2026-01-03,2026-02-18,2026-02-28,0,2026-06-30,46.0,10.0,1,Active,2026-01,2026-02,2026.0,1,20260103,20260218,20260228,20260630
971,M00971,OM183510174,Swift Boutique 971,OM,SME,Retail,Online Checkout,E-commerce Plugin,T+1,Salim Al-Harthy,2026-01-04,2026-01-20,2026-01-22,0,2026-06-30,16.0,2.0,1,Active,2026-01,2026-01,2026.0,1,20260104,20260120,20260122,20260630
972,M00972,EG349893032,Zenith Hotels,EG,Online,Travel & Hospitality,Online Checkout,Direct API,T+2,Karim Ezzat,2026-01-05,,,0,,,,0,Onboarding (not live),2026-01,,,0,20260105,,,
973,M00973,OM386383673,Pearl Stores 973,OM,SME,Retail,Payment Links,Payment Links,T+2,Salim Al-Harthy,2026-01-06,2026-01-13,2026-02-06,0,2026-06-30,7.0,24.0,1,Active,2026-01,2026-01,2026.0,1,20260106,20260113,20260206,20260630
974,M00974,SA333336650,Palm Cart 974,SA,Online,E-commerce,Online Checkout,E-commerce Plugin,T+1,Reem Al-Ghamdi,2026-01-07,2026-01-17,2026-01-24,0,2026-06-30,10.0,7.0,1,Active,2026-01,2026-01,2026.0,1,20260107,20260117,20260124,20260630
975,M00975,AE512828415,Metro Outlet 975,AE,SME,Retail,Online Checkout,Hosted Checkout,T+2,Yousef Al-Marri,2026-01-07,2026-02-12,2026-03-20,0,2026-06-30,36.0,36.0,0,Active,2026-01,2026-02,2026.0,1,20260107,20260212,20260320,20260630
976,M00976,EG103023484,Golden Outlet 976,EG,Enterprise,Retail,Online Checkout,Hosted Checkout,T+2,Mai Ragab,2026-01-07,2026-01-17,2026-02-10,0,2026-06-30,10.0,24.0,1,Active,2026-01,2026-01,2026.0,1,20260107,20260117,20260210,20260630
977,M00977,EG331175012,Swift Supply,EG,B2B,Distribution & Wholesale,B2B Collections,Direct API,Weekly,Hany Soliman,2026-01-07,2026-04-24,2026-04-28,0,2026-06-29,107.0,4.0,1,Active,2026-01,2026-04,2026.0,1,20260107,20260424,20260428,20260629
978,M00978,EG721697256,Blue Trading,EG,B2B,Distribution & Wholesale,B2B Collections,Direct API,T+1,Karim Ezzat,2026-01-08,2026-02-21,2026-03-01,0,2026-06-30,44.0,8.0,1,Active,2026-01,2026-02,2026.0,1,20260108,20260221,20260301,20260630
979,M00979,AE286189201,Oasis Games,AE,Online,Digital Services,Online Checkout,E-commerce Plugin,T+2,Layla Haddad,2026-01-08,2026-01-25,2026-01-27,0,2026-06-30,17.0,2.0,1,Active,2026-01,2026-01,2026.0,1,20260108,20260125,20260127,20260630
980,M00980,EG710184265,Falcon Stays,EG,Online,Travel & Hospitality,Online Checkout,Direct API,T+2,Nadia Fouad,2026-01-08,2026-03-03,,0,,54.0,,0,Live - never transacted,2026-01,2026-03,2026.0,1,20260108,20260303,,
981,M00981,OM236340585,Oasis Net,OM,B2B,Telecom & Utilities,B2B Collections,Direct API,Weekly,Salim Al-Harthy,2026-01-09,2026-03-16,2026-03-23,0,2026-06-28,66.0,7.0,1,Active,2026-01,2026-03,2026.0,1,20260109,20260316,20260323,20260628
982,M00982,EG759961492,Pearl Boutique 982,EG,SME,Retail,Payment Links,Payment Links,T+1,Nadia Fouad,2026-01-10,2026-01-15,2026-01-25,0,2026-06-30,5.0,10.0,1,Active,2026-01,2026-01,2026.0,1,20260110,20260115,20260125,20260630
983,M00983,SA147381632,Bright Hotels,SA,Online,Travel & Hospitality,Subscriptions,Direct API,T+1,Turki Al-Shammari,2026-01-11,2026-05-08,2026-05-09,0,2026-06-30,117.0,1.0,1,Active,2026-01,2026-05,2026.0,1,20260111,20260508,20260509,20260630
984,M00984,EG268345185,Crescent Distribution,EG,B2B,Distribution & Wholesale,B2B Collections,Direct API,Weekly,Hany Soliman,2026-01-12,2026-05-11,2026-05-13,0,2026-06-28,119.0,2.0,1,Active,2026-01,2026-05,2026.0,1,20260112,20260511,20260513,20260628
985,M00985,EG427255297,Oasis Academy,EG,SME,Education,Online Checkout,E-commerce Plugin,T+2,Nadia Fouad,2026-01-16,2026-02-07,2026-02-20,0,2026-06-30,22.0,13.0,1,Active,2026-01,2026-02,2026.0,1,20260116,20260207,20260220,20260630
986,M00986,EG829367161,Oasis Services,EG,SME,Professional Services,Online Checkout,Direct API,Instant,Mai Ragab,2026-01-16,2026-04-17,,0,,91.0,,0,Live - never transacted,2026-01,2026-04,2026.0,1,20260116,20260417,,
987,M00987,SA161949441,Crescent EdTech,SA,Online,Education,Online Checkout,E-commerce Plugin,T+2,Reem Al-Ghamdi,2026-01-16,2026-02-09,2026-02-19,0,2026-06-30,24.0,10.0,1,Active,2026-01,2026-02,2026.0,1,20260116,20260209,20260219,20260630
988,M00988,AE655038963,Pearl Shop 988,AE,Online,E-commerce,Online Checkout,Direct API,T+2,Yousef Al-Marri,2026-01-18,2026-05-03,2026-05-07,0,2026-06-30,105.0,4.0,1,Active,2026-01,2026-05,2026.0,1,20260118,20260503,20260507,20260630
989,M00989,SA338850328,Zenith Legal,SA,SME,Professional Services,Payment Links,Payment Links,T+2,Turki Al-Shammari,2026-01-24,2026-01-29,,0,,5.0,,0,Live - never transacted,2026-01,2026-01,2026.0,1,20260124,20260129,,
990,M00990,OM435145511,Nova Online 990,OM,Online,E-commerce,Subscriptions,Direct API,T+2,Salim Al-Harthy,2026-01-29,2026-03-11,2026-03-15,0,2026-06-30,41.0,4.0,1,Active,2026-01,2026-03,2026.0,1,20260129,20260311,20260315,20260630
991,M00991,SA460557898,Cedar Mart 991,SA,SME,Retail,Online Checkout,E-commerce Plugin,T+2,Turki Al-Shammari,2026-01-30,2026-02-22,2026-02-26,0,2026-06-30,23.0,4.0,1,Active,2026-01,2026-02,2026.0,1,20260130,20260222,20260226,20260630
